Mjj,dYjj,wgdata,wg,wgvbs,wjets,z,dp,ttbar
200,1,1452.0,816.2357709530625,177.47000603645938,18.38469523191452,134.930171251297,551.0863189697266,166.25452740881883
200,1.5,1321.0,738.2634139542351,169.21758116070487,16.371703803539276,132.0733826160431,551.0863189697266,142.22506386023815
200,2,1115.0,626.1746804586728,156.33006154449595,15.595845270901918,125.03333854675293,551.0863189697266,114.84405669569969
200,2.5,895.0,510.7115079566429,135.72576722951544,12.203077603131533,107.12050592899323,551.0863189697266,82.76522160268723
200,3,672.0,357.63129738741554,109.40885474002698,9.00673894956708,77.13521540164948,551.0863189697266,52.61756510587293
250,1,1043.0,590.7803029272764,154.70500376012114,9.409360457211733,105.50881218910217,551.0863189697266,108.92130616433133
250,1.5,974.0,546.6595375155448,148.82854571642292,9.409360457211733,102.65202355384827,551.0863189697266,96.80052162775974
250,2,866.0,479.90825542944367,139.7007206925564,9.409360457211733,98.38493633270264,551.0863189697266,83.21903823759203
250,2.5,735.0,410.8086020832852,125.33982285348702,6.016592789441347,86.48149740695953,551.0863189697266,65.74637870745937
250,3,583.0,311.3226124334906,105.10627294568349,2.820254135876894,67.80980455875397,551.0863189697266,46.75662195502446
300,1,757.0,435.5441154705477,133.77016395034207,5.974837779998779,73.89203679561615,410.4766845703125,72.15353839712589
300,1.5,719.0,403.3455435860378,129.6459377429519,5.974837779998779,71.03524625301361,410.4766845703125,66.61647627290222
300,2,654.0,363.5156510480301,123.60642010210086,5.974837779998779,71.03524625301361,410.4766845703125,59.77095799072413
300,2.5,571.0,323.4963410370401,113.48758948830891,5.974837779998779,71.03524625301361,410.4766845703125,49.860049927921864
300,3,480.0,260.42697923527885,97.7498505139165,2.778499126434326,59.67742574214935,410.4766845703125,38.14115290947302
350,1,565.0,328.5336998372077,114.46651712156654,5.974837779998779,56.714824080467224,410.4766845703125,50.602960325555614
350,1.5,542.0,303.05460965931707,111.78277978908136,5.974837779998779,56.714824080467224,410.4766845703125,47.299715534954885
350,2,502.0,275.4180146252911,107.5100572470119,5.974837779998779,56.714824080467224,410.4766845703125,43.779264530090586
350,2.5,444.0,251.75101027844357,99.90544162574315,5.974837779998779,56.714824080467224,410.4766845703125,37.84032269002273
350,3,383.0,209.51355108519056,88.15596503648067,2.778499126434326,53.247684836387634,410.4766845703125,30.713524475639133
400,1,429.0,254.2583295295044,99.67791803158889,2.778499126434326,41.114805579185486,410.4766845703125,36.88626818506418
400,1.5,412.0,237.09186475979368,97.68807192634904,2.778499126434326,41.114805579185486,410.4766845703125,35.40110007515432
400,2,389.0,215.1993148641268,94.58353837344202,2.778499126434326,41.114805579185486,410.4766845703125,33.20977140500872
400,2.5,350.0,199.97155597969686,88.87836667660031,2.778499126434326,41.114805579185486,410.4766845703125,29.661901078236042
400,3,310.0,170.6224737017692,79.7666610902861,2.778499126434326,41.114805579185486,410.4766845703125,25.103173426401554
450,1,320.0,198.9788388174493,87.02042324270133,2.778499126434326,41.114805579185486,410.4766845703125,28.794350056783514
450,1.5,310.0,188.91380219886196,85.60500211208182,2.778499126434326,41.114805579185486,410.4766845703125,27.773376076356726
450,2,296.0,174.2589881954773,83.22151029816177,2.778499126434326,41.114805579185486,410.4766845703125,26.501457690135794
450,2.5,264.0,165.74820559602813,78.38038487693575,2.778499126434326,41.114805579185486,410.4766845703125,24.178273324736438
450,3,235.0,141.9288556892352,70.83301642498282,2.778499126434326,41.114805579185486,410.4766845703125,20.87583080387958
500,1,260.0,160.8640571272408,76.30348997502642,0.0,25.940481305122375,0.0,21.082110128635122
500,1.5,252.0,151.85796481728903,75.06410305652662,0.0,25.940481305122375,0.0,20.398036725157
500,2,240.0,139.4178137234121,73.59949081118339,0.0,25.940481305122375,0.0,19.55022249304602
500,2.5,215.0,133.48422641071375,69.89248567546838,0.0,25.940481305122375,0.0,17.904917043910245
