Mjj,dYjj,wgdata,wg,wgvbs,wjets,z,dp,ttbar
550,1,187.0,127.0354516592979,64.97194867797816,0.0,20.13353705406189,0.0,15.214372434071265
550,1.5,182.0,119.71332086000439,64.0524489826771,0.0,20.13353705406189,0.0,14.786943100742064
550,2,174.0,109.54448021326061,63.020283693968395,0.0,20.13353705406189,0.0,14.0313283134019
550,2.5,159.0,103.81601537141796,60.02865156397138,0.0,20.13353705406189,0.0,13.009980155512494
550,3,141.0,91.55034578859522,55.2309101992837,0.0,20.13353705406189,0.0,11.323115198299092
600,1,154.0,102.25413644328182,57.02952467121804,0.0,9.226564526557922,0.0,11.598642081371509
600,1.5,149.0,96.1532814504153,56.3565669528457,0.0,9.226564526557922,0.0,11.244655624381267
600,2,142.0,89.31437611594265,55.77411601930771,0.0,9.226564526557922,0.0,10.795193732134067
600,2.5,132.0,84.63287007823055,53.45806293427859,0.0,9.226564526557922,0.0,10.2869507804362
600,3,118.0,74.903684437415,49.68210427701388,0.0,9.226564526557922,0.0,9.136547698065442
650,1,126.0,77.71487499881005,50.61209433742488,0.0,9.226564526557922,0.0,8.820297268321156
650,1.5,122.0,72.86727173733925,50.24439858861888,0.0,9.226564526557922,0.0,8.470796641995548
650,2,116.0,67.87354977536415,49.81479160725985,0.0,9.226564526557922,0.0,8.33265362410748
650,2.5,109.0,64.2896569232962,47.88019281119023,0.0,9.226564526557922,0.0,8.153594846944543
650,3,98.0,56.07178466129153,44.81570377439175,0.0,9.226564526557922,0.0,7.334670926551553
700,1,97.0,66.86222316574822,43.37052558579171,0.0,9.226564526557922,0.0,6.948383825663996
700,1.5,93.0,62.01461901020775,43.110437618872766,0.0,9.226564526557922,0.0,6.598882960919809
700,2,89.0,57.98277606320153,42.73121515899811,0.0,9.226564526557922,0.0,6.5559629675192355
700,2.5,83.0,54.93796830129395,41.33474271237765,0.0,9.226564526557922,0.0,6.449427843863532
700,3,75.0,48.52406804513339,38.91714431583796,0.0,9.226564526557922,0.0,5.716344208294913
750,1,84.0,54.542148607486524,38.39471013223488,0.0,9.226564526557922,0.0,5.475447841483926
750,1.5,81.0,51.37083818268184,38.170000621431655,0.0,9.226564526557922,0.0,5.3479703446215145
750,2,77.0,48.33259155105952,37.88143396523742,0.0,9.226564526557922,0.0,5.305050351220941
750,2.5,73.0,45.94022779416446,36.69373036322145,0.0,9.226564526557922,0.0,5.1985151679605925
750,3,65.0,39.900435852521696,34.64678961929826,0.0,9.226564526557922,0.0,4.7559492499918425
800,1,73.0,45.726282391397035,33.45091030126173,0.0,4.449536323547363,0.0,4.5863217909469105
800,1.5,70.0,43.64959887012628,33.226201028877085,0.0,4.449536323547363,0.0,4.526995052827785
800,2,67.0,41.07323721393732,33.01712121960668,0.0,4.449536323547363,0.0,4.526995052827785
800,2.5,64.0,39.15569597825197,32.146250338824075,0.0,4.449536323547363,0.0,4.491267803375719
800,3,57.0,34.13240903958467,30.376857013972085,0.0,4.449536323547363,0.0,4.131766560738085
