Mjj,dYjj,wgdata,wg,wgvbs,wjets,z,dp,ttbar
600,1,266.0,122.92683811173629,57.44646748279888,12.808670163154602,10.16438540816307,0.0,49.924146728097185
600,1.5,253.0,107.88847244963836,55.8626446065839,12.808670163154602,10.16438540816307,0.0,47.738741854102045
600,2,237.0,95.27023699544225,54.17368255701808,9.678073763847351,10.16438540816307,0.0,44.29971362081233
600,2.5,207.0,83.06614983260806,51.004830771656316,9.678073763847351,10.16438540816307,0.0,40.39210973711124
600,3,170.0,63.900149704812065,45.227549159498494,8.140540599822998,8.424332350492477,0.0,33.24244325332165
650,1,222.0,98.23942680344771,50.76211976783725,11.271136999130249,8.217575907707214,0.0,40.7905146397361
650,1.5,213.0,87.03222234235,49.828610477618895,11.271136999130249,8.217575907707214,0.0,39.21994597733101
650,2,200.0,77.37705894969258,48.566142072767434,8.140540599822998,8.217575907707214,0.0,37.16824723303398
650,2.5,177.0,67.26014524877246,45.99194013872784,8.140540599822998,8.217575907707214,0.0,34.60699973685223
650,3,150.0,52.77673351943304,41.46390661397618,8.140540599822998,8.217575907707214,0.0,29.143809751904655
700,1,175.0,80.62751884446334,43.96282308327409,11.271136999130249,5.254521727561951,0.0,34.13724219575488
700,1.5,166.0,71.88627703175734,43.257594754569254,11.271136999130249,5.254521727561951,0.0,32.63486266444556
700,2,156.0,64.40458103678975,42.161805255204854,8.140540599822998,5.254521727561951,0.0,31.17672562907569
700,2.5,137.0,56.17099362790759,40.21678315648478,8.140540599822998,5.254521727561951,0.0,29.24323283258741
700,3,120.0,44.339913727639214,36.615850543469605,8.140540599822998,5.254521727561951,0.0,24.537984178698707
